date,hospital_id,drug_atc_code,drug_name,qty_ordered,qty_used,qty_wasted,patient_visits,avg_lead_time_days,unit_cost_eur,pathology_focus,region,hospital_size_beds,is_rural
2024-12-01,HOSP_001,C10AA05,Atorvastatin,802,774,28,2392,7,1.8,general,Ile-de-France,1200,False
2023-01-01,HOSP_001,C09AA05,Ramipril,542,518,24,2466,5,1.5,general,Ile-de-France,1200,False
2023-02-01,HOSP_001,C09AA05,Ramipril,649,619,30,1943,3,1.5,general,Ile-de-France,1200,False
2023-03-01,HOSP_001,C09AA05,Ramipril,651,634,17,2525,5,1.5,general,Ile-de-France,1200,False
2023-04-01,HOSP_001,C09AA05,Ramipril,756,732,24,2507,3,1.5,general,Ile-de-France,1200,False
2023-05-01,HOSP_001,C09AA05,Ramipril,662,641,21,2211,4,1.5,general,Ile-de-France,1200,False
2023-06-01,HOSP_001,C09AA05,Ramipril,706,683,23,2340,6,1.5,general,Ile-de-France,1200,False
2023-07-01,HOSP_001,C09AA05,Ramipril,650,628,22,2327,4,1.5,general,Ile-de-France,1200,False
2023-08-01,HOSP_001,C09AA05,Ramipril,680,664,16,2205,4,1.5,general,Ile-de-France,1200,False
2023-09-01,HOSP_001,C09AA05,Ramipril,686,665,21,2276,6,1.5,general,Ile-de-France,1200,False
2023-10-01,HOSP_001,C09AA05,Ramipril,599,573,26,2151,4,1.5,general,Ile-de-France,1200,False
2023-11-01,HOSP_001,C09AA05,Ramipril,634,617,17,1847,5,1.5,general,Ile-de-France,1200,False
2023-12-01,HOSP_001,C09AA05,Ramipril,639,621,18,2193,5,1.5,general,Ile-de-France,1200,False
2024-01-01,HOSP_001,C09AA05,Ramipril,620,590,30,2147,6,1.5,general,Ile-de-France,1200,False
2024-02-01,HOSP_001,C09AA05,Ramipril,575,559,16,2086,5,1.5,general,Ile-de-France,1200,False
2024-03-01,HOSP_001,C09AA05,Ramipril,662,631,31,2181,3,1.5,general,Ile-de-France,1200,False
2024-04-01,HOSP_001,C09AA05,Ramipril,615,585,30,1900,7,1.5,general,Ile-de-France,1200,False
2024-05-01,HOSP_001,C09AA05,Ramipril,680,660,20,2041,5,1.5,general,Ile-de-France,1200,False
2024-06-01,HOSP_001,C09AA05,Ramipril,587,564,23,2014,3,1.5,general,Ile-de-France,1200,False
2024-07-01,HOSP_001,C09AA05,Ramipril,648,630,18,2067,3,1.5,general,Ile-de-France,1200,False
2024-08-01,HOSP_001,C09AA05,Ramipril,635,608,27,2235,7,1.5,general,Ile-de-France,1200,False
2024-09-01,HOSP_001,C09AA05,Ramipril,595,576,19,2155,3,1.5,general,Ile-de-France,1200,False
2024-10-01,HOSP_001,C09AA05,Ramipril,741,705,36,2573,6,1.5,general,Ile-de-France,1200,False
2024-11-01,HOSP_001,C09AA05,Ramipril,656,641,15,2148,3,1.5,general,Ile-de-France,1200,False
2024-12-01,HOSP_001,C09AA05,Ramipril,632,612,20,2252,7,1.5,general,Ile-de-France,1200,False
2023-01-01,HOSP_001,C07AB07,Bisoprolol,561,538,23,2380,5,2.2,general,Ile-de-France,1200,False
2023-02-01,HOSP_001,C07AB07,Bisoprolol,547,527,20,2424,7,2.2,general,Ile-de-France,1200,False
2023-03-01,HOSP_001,C07AB07,Bisoprolol,509,496,13,1948,3,2.2,general,Ile-de-France,1200,False
2023-04-01,HOSP_001,C07AB07,Bisoprolol,563,543,20,2535,7,2.2,general,Ile-de-France,1200,False
2023-05-01,HOSP_001,C07AB07,Bisoprolol,580,559,21,2084,4,2.2,general,Ile-de-France,1200,False
2023-06-01,HOSP_001,C07AB07,Bisoprolol,587,558,29,2382,3,2.2,general,Ile-de-France,1200,False
2023-07-01,HOSP_001,C07AB07,Bisoprolol,654,638,16,2259,7,2.2,general,Ile-de-France,1200,False
2023-08-01,HOSP_001,C07AB07,Bisoprolol,583,571,12,2318,4,2.2,general,Ile-de-France,1200,False
2023-09-01,HOSP_001,C07AB07,Bisoprolol,595,577,18,2238,3,2.2,general,Ile-de-France,1200,False
2023-10-01,HOSP_001,C07AB07,Bisoprolol,599,577,22,2205,5,2.2,general,Ile-de-France,1200,False
2023-11-01,HOSP_001,C07AB07,Bisoprolol,466,445,21,1355,4,2.2,general,Ile-de-France,1200,False
2023-12-01,HOSP_001,C07AB07,Bisoprolol,605,576,29,1885,5,2.2,general,Ile-de-France,1200,False
2024-01-01,HOSP_001,C07AB07,Bisoprolol,557,540,17,2030,6,2.2,general,Ile-de-France,1200,False
2024-02-01,HOSP_001,C07AB07,Bisoprolol,587,561,26,2478,6,2.2,general,Ile-de-France,1200,False
2024-03-01,HOSP_001,C07AB07,Bisoprolol,592,572,20,2110,6,2.2,general,Ile-de-France,1200,False
2024-04-01,HOSP_001,C07AB07,Bisoprolol,531,516,15,1975,3,2.2,general,Ile-de-France,1200,False
2024-05-01,HOSP_001,C07AB07,Bisoprolol,625,610,15,2073,6,2.2,general,Ile-de-France,1200,False
2024-06-01,HOSP_001,C07AB07,Bisoprolol,596,568,28,1920,6,2.2,general,Ile-de-France,1200,False
2024-07-01,HOSP_001,C07AB07,Bisoprolol,544,526,18,2045,6,2.2,general,Ile-de-France,1200,False
2024-08-01,HOSP_001,C07AB07,Bisoprolol,605,576,29,1807,5,2.2,general,Ile-de-France,1200,False
2024-09-01,HOSP_001,C07AB07,Bisoprolol,596,572,24,2213,5,2.2,general,Ile-de-France,1200,False
2024-10-01,HOSP_001,C07AB07,Bisoprolol,529,504,25,2069,3,2.2,general,Ile-de-France,1200,False
2024-11-01,HOSP_001,C07AB07,Bisoprolol,567,551,16,2449,6,2.2,general,Ile-de-France,1200,False
2024-12-01,HOSP_001,C07AB07,Bisoprolol,641,620,21,2209,4,2.2,general,Ile-de-France,1200,False
2023-01-01,HOSP_001,R03AC02,Salbutamol,365,314,51,2161,4,8.0,general,Ile-de-France,1200,False
2023-02-01,HOSP_001,R03AC02,Salbutamol,345,301,44,2045,5,8.0,general,Ile-de-France,1200,False
2023-03-01,HOSP_001,R03AC02,Salbutamol,471,419,52,2868,4,8.0,general,Ile-de-France,1200,False
2023-04-01,HOSP_001,R03AC02,Salbutamol,439,372,67,2878,6,8.0,general,Ile-de-France,1200,False
2023-05-01,HOSP_001,R03AC02,Salbutamol,412,364,48,2634,7,8.0,general,Ile-de-France,1200,False
2023-06-01,HOSP_001,R03AC02,Salbutamol,321,272,49,2144,7,8.0,general,Ile-de-France,1200,False
2023-07-01,HOSP_001,R03AC02,Salbutamol,340,302,38,2266,4,8.0,general,Ile-de-France,1200,False
2023-08-01,HOSP_001,R03AC02,Salbutamol,354,313,41,2265,6,8.0,general,Ile-de-France,1200,False
2023-09-01,HOSP_001,R03AC02,Salbutamol,296,244,52,1668,6,8.0,general,Ile-de-France,1200,False
2023-10-01,HOSP_001,R03AC02,Salbutamol,451,394,57,3103,4,8.0,general,Ile-de-France,1200,False
2023-11-01,HOSP_001,R03AC02,Salbutamol,457,386,71,2908,5,8.0,general,Ile-de-France,1200,False
2023-12-01,HOSP_001,R03AC02,Salbutamol,451,384,67,2619,5,8.0,general,Ile-de-France,1200,False
2024-01-01,HOSP_001,R03AC02,Salbutamol,366,304,62,1930,7,8.0,general,Ile-de-France,1200,False
2024-02-01,HOSP_001,R03AC02,Salbutamol,364,309,55,1971,5,8.0,general,Ile-de-France,1200,False
2024-03-01,HOSP_001,R03AC02,Salbutamol,424,351,73,2924,4,8.0,general,Ile-de-France,1200,False
2024-04-01,HOSP_001,R03AC02,Salbutamol,464,390,74,2717,7,8.0,general,Ile-de-France,1200,False
2024-05-01,HOSP_001,R03AC02,Salbutamol,454,391,63,2391,6,8.0,general,Ile-de-France,1200,False
2024-06-01,HOSP_001,R03AC02,Salbutamol,350,307,43,2159,4,8.0,general,Ile-de-France,1200,False
2024-07-01,HOSP_001,R03AC02,Salbutamol,357,310,47,2444,6,8.0,general,Ile-de-France,1200,False
2024-08-01,HOSP_001,R03AC02,Salbutamol,374,332,42,2120,7,8.0,general,Ile-de-France,1200,False
2024-09-01,HOSP_001,R03AC02,Salbutamol,321,268,53,2442,4,8.0,general,Ile-de-France,1200,False
2024-10-01,HOSP_001,R03AC02,Salbutamol,444,395,49,2710,3,8.0,general,Ile-de-France,1200,False
2024-11-01,HOSP_001,R03AC02,Salbutamol,400,354,46,2836,3,8.0,general,Ile-de-France,1200,False
2024-12-01,HOSP_001,R03AC02,Salbutamol,539,445,94,3171,5,8.0,general,Ile-de-France,1200,False
2023-01-01,HOSP_001,R03BA02,Budesonide,298,265,33,2226,4,15.0,general,Ile-de-France,1200,False
2023-02-01,HOSP_001,R03BA02,Budesonide,296,251,45,1835,4,15.0,general,Ile-de-France,1200,False
2023-03-01,HOSP_001,R03BA02,Budesonide,340,301,39,2697,5,15.0,general,Ile-de-France,1200,False
2023-04-01,HOSP_001,R03BA02,Budesonide,382,323,59,2823,5,15.0,general,Ile-de-France,1200,False
2023-05-01,HOSP_001,R03BA02,Budesonide,364,298,66,2755,3,15.0,general,Ile-de-France,1200,False
2023-06-01,HOSP_001,R03BA02,Budesonide,303,249,54,2398,3,15.0,general,Ile-de-France,1200,False
2023-07-01,HOSP_001,R03BA02,Budesonide,317,275,42,2261,4,15.0,general,Ile-de-France,1200,False
2023-08-01,HOSP_001,R03BA02,Budesonide,271,227,44,1844,6,15.0,general,Ile-de-France,1200,False
2023-09-01,HOSP_001,R03BA02,Budesonide,277,240,37,2313,4,15.0,general,Ile-de-France,1200,False
2023-10-01,HOSP_001,R03BA02,Budesonide,374,322,52,2707,6,15.0,general,Ile-de-France,1200,False
2023-11-01,HOSP_001,R03BA02,Budesonide,384,319,65,3088,4,15.0,general,Ile-de-France,1200,False
2023-12-01,HOSP_001,R03BA02,Budesonide,391,350,41,2898,3,15.0,general,Ile-de-France,1200,False
2024-01-01,HOSP_001,R03BA02,Budesonide,293,253,40,2083,3,15.0,general,Ile-de-France,1200,False
2024-02-01,HOSP_001,R03BA02,Budesonide,288,240,48,2112,3,15.0,general,Ile-de-France,1200,False
2024-03-01,HOSP_001,R03BA02,Budesonide,375,312,63,2525,5,15.0,general,Ile-de-France,1200,False
2024-04-01,HOSP_001,R03BA02,Budesonide,363,324,39,2728,5,15.0,general,Ile-de-France,1200,False
2024-05-01,HOSP_001,R03BA02,Budesonide,416,366,50,2784,4,15.0,general,Ile-de-France,1200,False
2024-06-01,HOSP_001,R03BA02,Budesonide,293,253,40,1638,5,15.0,general,Ile-de-France,1200,False
2024-07-01,HOSP_001,R03BA02,Budesonide,252,223,29,2136,7,15.0,general,Ile-de-France,1200,False
2024-08-01,HOSP_001,R03BA02,Budesonide,303,268,35,2351,3,15.0,general,Ile-de-France,1200,False
2024-09-01,HOSP_001,R03BA02,Budesonide,314,273,41,2339,7,15.0,general,Ile-de-France,1200,False
2024-10-01,HOSP_001,R03BA02,Budesonide,366,316,50,2804,3,15.0,general,Ile-de-France,1200,False
2024-11-01,HOSP_001,R03BA02,Budesonide,381,313,68,2094,5,15.0,general,Ile-de-France,1200,False
2024-12-01,HOSP_001,R03BA02,Budesonide,350,297,53,2703,3,15.0,general,Ile-de-France,1200,False
2023-01-01,HOSP_001,R03BB04,Tiotropium,215,184,31,1950,4,45.0,general,Ile-de-France,1200,False
2023-02-01,HOSP_001,R03BB04,Tiotropium,270,242,28,2056,7,45.0,general,Ile-de-France,1200,False
2023-03-01,HOSP_001,R03BB04,Tiotropium,287,247,40,2741,4,45.0,general,Ile-de-France,1200,False
2023-04-01,HOSP_001,R03BB04,Tiotropium,310,259,51,2562,5,45.0,general,Ile-de-France,1200,False
2023-05-01,HOSP_001,R03BB04,Tiotropium,315,277,38,2889,3,45.0,general,Ile-de-France,1200,False
2023-06-01,HOSP_001,R03BB04,Tiotropium,254,215,39,2268,4,45.0,general,Ile-de-France,1200,False
2023-07-01,HOSP_001,R03BB04,Tiotropium,240,212,28,2066,6,45.0,general,Ile-de-France,1200,False
2023-08-01,HOSP_001,R03BB04,Tiotropium,250,207,43,2460,6,45.0,general,Ile-de-France,1200,False
2023-09-01,HOSP_001,R03BB04,Tiotropium,257,212,45,2293,4,45.0,general,Ile-de-France,1200,False
2023-10-01,HOSP_001,R03BB04,Tiotropium,355,314,41,2516,4,45.0,general,Ile-de-France,1200,False
2023-11-01,HOSP_001,R03BB04,Tiotropium,344,307,37,2407,3,45.0,general,Ile-de-France,1200,False
2023-12-01,HOSP_001,R03BB04,Tiotropium,321,285,36,2593,5,45.0,general,Ile-de-France,1200,False
2024-01-01,HOSP_001,R03BB04,Tiotropium,229,199,30,1946,5,45.0,general,Ile-de-France,1200,False
2024-02-01,HOSP_001,R03BB04,Tiotropium,245,209,36,2029,4,45.0,general,Ile-de-France,1200,False
2024-03-01,HOSP_001,R03BB04,Tiotropium,308,254,54,2038,6,45.0,general,Ile-de-France,1200,False
2024-04-01,HOSP_001,R03BB04,Tiotropium,272,231,41,2442,3,45.0,general,Ile-de-France,1200,False
2024-05-01,HOSP_001,R03BB04,Tiotropium,341,286,55,3131,6,45.0,general,Ile-de-France,1200,False
2024-06-01,HOSP_001,R03BB04,Tiotropium,253,227,26,2245,5,45.0,general,Ile-de-France,1200,False
2024-07-01,HOSP_001,R03BB04,Tiotropium,252,208,44,2253,7,45.0,general,Ile-de-France,1200,False
2024-08-01,HOSP_001,R03BB04,Tiotropium,231,190,41,1881,7,45.0,general,Ile-de-France,1200,False
2024-09-01,HOSP_001,R03BB04,Tiotropium,241,209,32,1964,5,45.0,general,Ile-de-France,1200,False
2024-10-01,HOSP_001,R03BB04,Tiotropium,324,287,37,3204,3,45.0,general,Ile-de-France,1200,False
2024-11-01,HOSP_001,R03BB04,Tiotropium,340,290,50,3240,6,45.0,general,Ile-de-France,1200,False
2024-12-01,HOSP_001,R03BB04,Tiotropium,335,285,50,2659,5,45.0,general,Ile-de-France,1200,False
2023-01-01,HOSP_002,J01CA04,Amoxicillin,856,764,92,945,5,2.0,oncology,Auvergne-Rhône,450,False
2023-02-01,HOSP_002,J01CA04,Amoxicillin,1084,962,122,1154,6,2.0,oncology,Auvergne-Rhône,450,False
2023-03-01,HOSP_002,J01CA04,Amoxicillin,664,596,68,862,4,2.0,oncology,Auvergne-Rhône,450,False
2023-04-01,HOSP_002,J01CA04,Amoxicillin,785,713,72,880,5,2.0,oncology,Auvergne-Rhône,450,False
2023-05-01,HOSP_002,J01CA04,Amoxicillin,705,638,67,764,7,2.0,oncology,Auvergne-Rhône,450,False
2023-06-01,HOSP_002,J01CA04,Amoxicillin,694,598,96,853,7,2.0,oncology,Auvergne-Rhône,450,False
2023-07-01,HOSP_002,J01CA04,Amoxicillin,732,639,93,923,7,2.0,oncology,Auvergne-Rhône,450,False
2023-08-01,HOSP_002,J01CA04,Amoxicillin,682,583,99,750,8,2.0,oncology,Auvergne-Rhône,450,False
2023-09-01,HOSP_002,J01CA04,Amoxicillin,701,643,58,930,8,2.0,oncology,Auvergne-Rhône,450,False
2023-10-01,HOSP_002,J01CA04,Amoxicillin,965,838,127,877,6,2.0,oncology,Auvergne-Rhône,450,False
2023-11-01,HOSP_002,J01CA04,Amoxicillin,842,747,95,1127,6,2.0,oncology,Auvergne-Rhône,450,False
2023-12-01,HOSP_002,J01CA04,Amoxicillin,889,763,126,1344,7,2.0,oncology,Auvergne-Rhône,450,False
2024-01-01,HOSP_002,J01CA04,Amoxicillin,1037,934,103,1071,6,2.0,oncology,Auvergne-Rhône,450,False
2024-02-01,HOSP_002,J01CA04,Amoxicillin,834,736,98,1215,7,2.0,oncology,Auvergne-Rhône,450,False
2024-03-01,HOSP_002,J01CA04,Amoxicillin,623,536,87,707,8,2.0,oncology,Auvergne-Rhône,450,False
2024-04-01,HOSP_002,J01CA04,Amoxicillin,703,628,75,596,6,2.0,oncology,Auvergne-Rhône,450,False
2024-05-01,HOSP_002,J01CA04,Amoxicillin,730,647,83,780,7,2.0,oncology,Auvergne-Rhône,450,False
2024-06-01,HOSP_002,J01CA04,Amoxicillin,651,580,71,578,8,2.0,oncology,Auvergne-Rhône,450,False
2024-07-01,HOSP_002,J01CA04,Amoxicillin,683,623,60,864,5,2.0,oncology,Auvergne-Rhône,450,False
2024-08-01,HOSP_002,J01CA04,Amoxicillin,720,647,73,947,8,2.0,oncology,Auvergne-Rhône,450,False
2024-09-01,HOSP_002,J01CA04,Amoxicillin,690,610,80,681,6,2.0,oncology,Auvergne-Rhône,450,False
2024-10-01,HOSP_002,J01CA04,Amoxicillin,928,810,118,1118,7,2.0,oncology,Auvergne-Rhône,450,False
2024-11-01,HOSP_002,J01CA04,Amoxicillin,873,801,72,1228,8,2.0,oncology,Auvergne-Rhône,450,False
2024-12-01,HOSP_002,J01CA04,Amoxicillin,871,793,78,1203,6,2.0,oncology,Auvergne-Rhône,450,False
2023-01-01,HOSP_002,J01DD04,Ceftriaxone,340,310,30,1218,4,5.0,oncology,Auvergne-Rhône,450,False
2023-02-01,HOSP_002,J01DD04,Ceftriaxone,403,343,60,1172,6,5.0,oncology,Auvergne-Rhône,450,False
2023-03-01,HOSP_002,J01DD04,Ceftriaxone,293,252,41,783,5,5.0,oncology,Auvergne-Rhône,450,False
2023-04-01,HOSP_002,J01DD04,Ceftriaxone,288,264,24,758,6,5.0,oncology,Auvergne-Rhône,450,False
2023-05-01,HOSP_002,J01DD04,Ceftriaxone,260,222,38,826,5,5.0,oncology,Auvergne-Rhône,450,False
2023-06-01,HOSP_002,J01DD04,Ceftriaxone,298,255,43,780,7,5.0,oncology,Auvergne-Rhône,450,False
2023-07-01,HOSP_002,J01DD04,Ceftriaxone,291,251,40,828,4,5.0,oncology,Auvergne-Rhône,450,False
2023-08-01,HOSP_002,J01DD04,Ceftriaxone,289,255,34,759,8,5.0,oncology,Auvergne-Rhône,450,False
2023-09-01,HOSP_002,J01DD04,Ceftriaxone,272,243,29,770,8,5.0,oncology,Auvergne-Rhône,450,False
2023-10-01,HOSP_002,J01DD04,Ceftriaxone,344,309,35,1077,4,5.0,oncology,Auvergne-Rhône,450,False
2023-11-01,HOSP_002,J01DD04,Ceftriaxone,402,343,59,1269,7,5.0,oncology,Auvergne-Rhône,450,False
2023-12-01,HOSP_002,J01DD04,Ceftriaxone,418,360,58,1213,8,5.0,oncology,Auvergne-Rhône,450,False
2024-01-01,HOSP_002,J01DD04,Ceftriaxone,403,344,59,1117,8,5.0,oncology,Auvergne-Rhône,450,False
2024-02-01,HOSP_002,J01DD04,Ceftriaxone,407,359,48,1153,7,5.0,oncology,Auvergne-Rhône,450,False
2024-03-01,HOSP_002,J01DD04,Ceftriaxone,309,269,40,571,6,5.0,oncology,Auvergne-Rhône,450,False
2024-04-01,HOSP_002,J01DD04,Ceftriaxone,277,248,29,808,6,5.0,oncology,Auvergne-Rhône,450,False
2024-05-01,HOSP_002,J01DD04,Ceftriaxone,304,278,26,827,7,5.0,oncology,Auvergne-Rhône,450,False
2024-06-01,HOSP_002,J01DD04,Ceftriaxone,267,234,33,757,6,5.0,oncology,Auvergne-Rhône,450,False
2024-07-01,HOSP_002,J01DD04,Ceftriaxone,289,262,27,949,8,5.0,oncology,Auvergne-Rhône,450,False
2024-08-01,HOSP_002,J01DD04,Ceftriaxone,276,236,40,687,5,5.0,oncology,Auvergne-Rhône,450,False
2024-09-01,HOSP_002,J01DD04,Ceftriaxone,303,278,25,784,8,5.0,oncology,Auvergne-Rhône,450,False
2024-10-01,HOSP_002,J01DD04,Ceftriaxone,376,331,45,1149,4,5.0,oncology,Auvergne-Rhône,450,False
2024-11-01,HOSP_002,J01DD04,Ceftriaxone,410,359,51,1177,6,5.0,oncology,Auvergne-Rhône,450,False
2024-12-01,HOSP_002,J01DD04,Ceftriaxone,453,389,64,1261,8,5.0,oncology,Auvergne-Rhône,450,False
2023-01-01,HOSP_002,J01FA10,Azithromycin,322,294,28,1370,6,4.5,oncology,Auvergne-Rhône,450,False
2023-02-01,HOSP_002,J01FA10,Azithromycin,314,281,33,1096,6,4.5,oncology,Auvergne-Rhône,450,False
2023-03-01,HOSP_002,J01FA10,Azithromycin,207,188,19,912,4,4.5,oncology,Auvergne-Rhône,450,False
2023-04-01,HOSP_002,J01FA10,Azithromycin,197,175,22,874,7,4.5,oncology,Auvergne-Rhône,450,False
2023-05-01,HOSP_002,J01FA10,Azithromycin,220,200,20,778,7,4.5,oncology,Auvergne-Rhône,450,False
2023-06-01,HOSP_002,J01FA10,Azithromycin,197,174,23,819,4,4.5,oncology,Auvergne-Rhône,450,False
2023-07-01,HOSP_002,J01FA10,Azithromycin,209,186,23,564,4,4.5,oncology,Auvergne-Rhône,450,False
2023-08-01,HOSP_002,J01FA10,Azithromycin,226,201,25,829,6,4.5,oncology,Auvergne-Rhône,450,False
2023-09-01,HOSP_002,J01FA10,Azithromycin,190,172,18,788,7,4.5,oncology,Auvergne-Rhône,450,False
2023-10-01,HOSP_002,J01FA10,Azithromycin,342,303,39,1086,4,4.5,oncology,Auvergne-Rhône,450,False
2023-11-01,HOSP_002,J01FA10,Azithromycin,282,258,24,1177,7,4.5,oncology,Auvergne-Rhône,450,False
2023-12-01,HOSP_002,J01FA10,Azithromycin,286,255,31,1107,7,4.5,oncology,Auvergne-Rhône,450,False
2024-01-01,HOSP_002,J01FA10,Azithromycin,341,299,42,1320,6,4.5,oncology,Auvergne-Rhône,450,False
2024-02-01,HOSP_002,J01FA10,Azithromycin,314,268,46,1024,7,4.5,oncology,Auvergne-Rhône,450,False
2024-03-01,HOSP_002,J01FA10,Azithromycin,217,187,30,803,4,4.5,oncology,Auvergne-Rhône,450,False
2024-04-01,HOSP_002,J01FA10,Azithromycin,190,172,18,659,7,4.5,oncology,Auvergne-Rhône,450,False
2024-05-01,HOSP_002,J01FA10,Azithromycin,212,192,20,799,4,4.5,oncology,Auvergne-Rhône,450,False
2024-06-01,HOSP_002,J01FA10,Azithromycin,207,186,21,968,7,4.5,oncology,Auvergne-Rhône,450,False
2024-07-01,HOSP_002,J01FA10,Azithromycin,189,172,17,936,5,4.5,oncology,Auvergne-Rhône,450,False
2024-08-01,HOSP_002,J01FA10,Azithromycin,218,187,31,826,5,4.5,oncology,Auvergne-Rhône,450,False
2024-09-01,HOSP_002,J01FA10,Azithromycin,221,201,20,870,7,4.5,oncology,Auvergne-Rhône,450,False
2024-10-01,HOSP_002,J01FA10,Azithromycin,301,271,30,1051,6,4.5,oncology,Auvergne-Rhône,450,False
2024-11-01,HOSP_002,J01FA10,Azithromycin,294,259,35,1000,4,4.5,oncology,Auvergne-Rhône,450,False
2024-12-01,HOSP_002,J01FA10,Azithromycin,271,234,37,991,4,4.5,oncology,Auvergne-Rhône,450,False
2023-01-01,HOSP_002,L01CD01,Paclitaxel,79,64,15,755,5,800.0,oncology,Auvergne-Rhône,450,False
2023-02-01,HOSP_002,L01CD01,Paclitaxel,82,68,14,783,5,800.0,oncology,Auvergne-Rhône,450,False
2023-03-01,HOSP_002,L01CD01,Paclitaxel,78,64,14,797,4,800.0,oncology,Auvergne-Rhône,450,False
2023-04-01,HOSP_002,L01CD01,Paclitaxel,76,64,12,844,5,800.0,oncology,Auvergne-Rhône,450,False
2023-05-01,HOSP_002,L01CD01,Paclitaxel,80,65,15,665,6,800.0,oncology,Auvergne-Rhône,450,False
2023-06-01,HOSP_002,L01CD01,Paclitaxel,71,57,14,775,7,800.0,oncology,Auvergne-Rhône,450,False
2023-07-01,HOSP_002,L01CD01,Paclitaxel,65,49,16,580,6,800.0,oncology,Auvergne-Rhône,450,False
2023-08-01,HOSP_002,L01CD01,Paclitaxel,74,57,17,886,8,800.0,oncology,Auvergne-Rhône,450,False
2023-09-01,HOSP_002,L01CD01,Paclitaxel,81,69,12,629,6,800.0,oncology,Auvergne-Rhône,450,False
2023-10-01,HOSP_002,L01CD01,Paclitaxel,78,62,16,879,6,800.0,oncology,Auvergne-Rhône,450,False
2023-11-01,HOSP_002,L01CD01,Paclitaxel,69,58,11,723,4,800.0,oncology,Auvergne-Rhône,450,False
2023-12-01,HOSP_002,L01CD01,Paclitaxel,60,45,15,829,7,800.0,oncology,Auvergne-Rhône,450,False
2024-01-01,HOSP_002,L01CD01,Paclitaxel,74,61,13,819,7,800.0,oncology,Auvergne-Rhône,450,False
2024-02-01,HOSP_002,L01CD01,Paclitaxel,82,62,20,658,5,800.0,oncology,Auvergne-Rhône,450,False
2024-03-01,HOSP_002,L01CD01,Paclitaxel,71,58,13,832,5,800.0,oncology,Auvergne-Rhône,450,False
2024-04-01,HOSP_002,L01CD01,Paclitaxel,71,54,17,771,4,800.0,oncology,Auvergne-Rhône,450,False
2024-05-01,HOSP_002,L01CD01,Paclitaxel,68,53,15,742,7,800.0,oncology,Auvergne-Rhône,450,False
2024-06-01,HOSP_002,L01CD01,Paclitaxel,79,65,14,769,4,800.0,oncology,Auvergne-Rhône,450,False
2024-07-01,HOSP_002,L01CD01,Paclitaxel,76,59,17,708,6,800.0,oncology,Auvergne-Rhône,450,False
2024-08-01,HOSP_002,L01CD01,Paclitaxel,72,54,18,813,5,800.0,oncology,Auvergne-Rhône,450,False
2024-09-01,HOSP_002,L01CD01,Paclitaxel,79,64,15,802,7,800.0,oncology,Auvergne-Rhône,450,False
2024-10-01,HOSP_002,L01CD01,Paclitaxel,77,63,14,684,7,800.0,oncology,Auvergne-Rhône,450,False
2024-11-01,HOSP_002,L01CD01,Paclitaxel,68,58,10,882,5,800.0,oncology,Auvergne-Rhône,450,False
2024-12-01,HOSP_002,L01CD01,Paclitaxel,69,57,12,709,8,800.0,oncology,Auvergne-Rhône,450,False
2023-01-01,HOSP_002,L01XA01,Cisplatin,104,87,17,790,5,350.0,oncology,Auvergne-Rhône,450,False
2023-02-01,HOSP_002,L01XA01,Cisplatin,84,70,14,721,7,350.0,oncology,Auvergne-Rhône,450,False
2023-03-01,HOSP_002,L01XA01,Cisplatin,97,78,19,687,6,350.0,oncology,Auvergne-Rhône,450,False
2023-04-01,HOSP_002,L01XA01,Cisplatin,95,71,24,836,7,350.0,oncology,Auvergne-Rhône,450,False
2023-05-01,HOSP_002,L01XA01,Cisplatin,102,77,25,926,8,350.0,oncology,Auvergne-Rhône,450,False
2023-06-01,HOSP_002,L01XA01,Cisplatin,100,84,16,901,7,350.0,oncology,Auvergne-Rhône,450,False
2023-07-01,HOSP_002,L01XA01,Cisplatin,90,75,15,909,5,350.0,oncology,Auvergne-Rhône,450,False
2023-08-01,HOSP_002,L01XA01,Cisplatin,101,77,24,769,5,350.0,oncology,Auvergne-Rhône,450,False
2023-09-01,HOSP_002,L01XA01,Cisplatin,102,84,18,797,5,350.0,oncology,Auvergne-Rhône,450,False
2023-10-01,HOSP_002,L01XA01,Cisplatin,95,77,18,1033,4,350.0,oncology,Auvergne-Rhône,450,False
2023-11-01,HOSP_002,L01XA01,Cisplatin,88,71,17,739,4,350.0,oncology,Auvergne-Rhône,450,False
2023-12-01,HOSP_002,L01XA01,Cisplatin,90,69,21,805,4,350.0,oncology,Auvergne-Rhône,450,False
2024-01-01,HOSP_002,L01XA01,Cisplatin,101,77,24,612,4,350.0,oncology,Auvergne-Rhône,450,False
2024-02-01,HOSP_002,L01XA01,Cisplatin,103,79,24,702,5,350.0,oncology,Auvergne-Rhône,450,False
2024-03-01,HOSP_002,L01XA01,Cisplatin,94,73,21,799,4,350.0,oncology,Auvergne-Rhône,450,False
2024-04-01,HOSP_002,L01XA01,Cisplatin,108,84,24,878,7,350.0,oncology,Auvergne-Rhône,450,False
2024-05-01,HOSP_002,L01XA01,Cisplatin,100,80,20,682,4,350.0,oncology,Auvergne-Rhône,450,False
2024-06-01,HOSP_002,L01XA01,Cisplatin,83,70,13,681,8,350.0,oncology,Auvergne-Rhône,450,False
2024-07-01,HOSP_002,L01XA01,Cisplatin,100,80,20,894,8,350.0,oncology,Auvergne-Rhône,450,False
